Cycle	11350 mV	11300 mV	11250 mV	11200 mV	11150 mV	11100 mV	11050 mV	11000 mV	10950 mV	10900 mV	10850 mV	10800 mV	DCHG Capacity	CHG Capacity
75	630	1305	2010	2790	3540	4215	4920	5415	5820	6600	7050	7200	2045.362549	2055.550049	
76	645	1290	2010	2820	3555	4230	4890	5415	5850	6585	7065	7215	2048.987549	2059.383301	
77	600	1260	1995	2775	3540	4200	4875	5385	5805	6570	7020	7185	2043.491699	2055.983398	
78	615	1290	2025	2790	3540	4245	4890	5430	5820	6570	7035	7200	2041.091675	2050.570801	
79	630	1305	1995	2775	3540	4200	4890	5415	5835	6570	7020	7185	2045.383301	2046.008301	
80	615	1305	2025	2790	3555	4215	4905	5400	5820	6570	7035	7200	2043.966675	2053.487549	
81	615	1290	2010	2835	3555	4200	4890	5400	5820	6570	7035	7185	2043.608276	2052.633301	
82	615	1305	2010	2790	3540	4200	4875	5400	5805	6555	7035	7185	2039.812500	2050.779053	
83	615	1305	1995	2760	3510	4155	4845	5355	5775	6525	6990	7155	2040.116699	2044.887451	
84	615	1290	2010	2775	3525	4200	4890	5385	5805	6555	7020	7185	2022.933350	2029.370850	
85
86	600	1275	1995	2775	3510	4185	4860	5385	5790	6525	7005	7155	2020.970825	2041.720825	
87	585	1245	1965	2745	3495	4140	4830	5355	5760	6495	6975	7140	2022.808350	2029.333374	
88	615	1320	2025	2775	3525	4200	4875	5370	5790	6540	7005	7170	2017.370850	2023.508301	
89	600	1275	1995	2745	3510	4170	4845	5370	5775	6495	6990	7155	2021.541626	2027.108276	
90	645	1290	2010	2775	3525	4185	4860	5370	5790	6555	7020	7185	2025.529175	2025.783325	
91	600	1275	1965	2745	3480	4155	4815	5340	5760	6480	6975	7155	2023.437500	2031.875000	
92	585	1275	1965	2715	3465	4140	4800	5325	5745	6465	6960	7140	2017.574951	2029.291626	
93	615	1305	2010	2805	3510	4170	4845	5370	5790	6510	7005	7170	2011.870850	2025.720825	
94	615	1275	1980	2745	3510	4155	4845	5340	5775	6480	6975	7140	2013.466675	2016.908325	
95	615	1305	1995	2745	3525	4170	4860	5355	5775	6495	6990	7170	2013.574951	2020.379150	
96	615	1260	1995	2745	3480	4155	4845	5340	5760	6480	6975	7140	2017.204224	2019.833374	
97	585	1260	1980	2745	3495	4125	4800	5325	5760	6465	6960	7140	2016.054199	2026.754150	
98	615	1290	1995	2760	3510	4170	4830	5340	5775	6495	6975	7155	2011.941650	2025.587524	
99	630	1260	1980	2760	3495	4170	4815	5340	5775	6480	6975	7140	2015.404175	2027.583374	
100	600	1260	1965	2760	3480	4140	4815	5325	5745	6450	6960	7140	2017.654175	2022.416626	
101	600	1260	1980	2760	3495	4155	4815	5325	5760	6465	6975	7140	2015.895874	2023.570801	
102	615	1305	1980	2745	3510	4140	4800	5325	5760	6450	6975	7140	2010.162476	2027.245850	
103	600	1290	1980	2730	3480	4140	4800	5310	5730	6450	6960	7140	2017.137451	2018.883301	
104	585	1260	1980	2730	3495	4140	4785	5325	5730	6465	6975	7140	1999.895874	2004.900024	
105	615	1275	2025	2745	3480	4125	4800	5325	5760	6450	6960	7140	1997.295776	2016.508301	
106	600	1260	1980	2745	3495	4110	4785	5310	5730	6450	6930	7110	1989.291626	2014.687500	
107	585	1245	1965	2715	3465	4110	4800	5310	5730	6420	6945	7110	1993.520874	1997.470825	
108	630	1275	1995	2775	3510	4155	4815	5340	5745	6435	6960	7140	2000.000000	2008.166626	
109	600	1260	1965	2730	3465	4125	4785	5325	5745	6435	6960	7125	1994.208374	2006.266724	
110	585	1245	1965	2730	3450	4110	4770	5295	5730	6405	6930	7080	1987.483276	2015.550049	
111	615	1260	1965	2730	3465	4125	4785	5310	5730	6435	6930	7110	1986.104126	1994.437500	
112	600	1260	1980	2730	3465	4140	4800	5325	5730	6405	6945	7110	1985.670776	1990.849976	
113	630	1290	2025	2760	3495	4140	4800	5325	5745	6420	6945	7125	1988.695801	1998.562500	
114	600	1245	1965	2700	3465	4095	4770	5295	5715	6390	6930	7110	1993.937500	2004.974976	
115
116	600	1260	1980	2715	3465	4125	4770	5310	5730	6390	6945	7125	1994.354126	2005.574951	
117	615	1245	1950	2730	3495	4110	4770	5295	5715	6390	6945	7110	1988.679199	2007.162476	
118	570	1245	1935	2700	3420	4080	4740	5265	5685	6345	6900	7065	1980.875000	1999.750000	
119	585	1260	1950	2700	3450	4110	4755	5280	5700	6360	6915	7080	1988.925049	1995.204224	
120	615	1275	1980	2715	3465	4125	4785	5325	5745	6405	6945	7125	1991.262451	1995.737549	
121	615	1260	1965	2700	3450	4095	4755	5295	5730	6360	6930	7110	1983.537476	2007.991699	
122	585	1230	1935	2670	3435	4095	4725	5250	5700	6330	6885	7065	1987.383301	1995.804199	
123	615	1290	1995	2715	3480	4110	4785	5295	5730	6390	6930	7095	1979.179199	2007.466675	
124	585	1230	1950	2700	3435	4110	4725	5265	5700	6360	6885	7065	1973.745850	1984.462524	
125	600	1245	1950	2700	3435	4110	4755	5295	5700	6345	6915	7095	1968.033325	1970.400024	
126	600	1260	1965	2730	3450	4110	4755	5280	5700	6360	6930	7095	1966.291626	1980.391724	
127	600	1260	1950	2715	3465	4095	4740	5295	5685	6375	6915	7095	1966.737549	1979.383301	
128	615	1260	1965	2715	3435	4065	4740	5265	5685	6330	6900	7080	1963.266724	1973.708374	
129	585	1245	1950	2685	3435	4080	4740	5280	5700	6345	6900	7095	1964.712524	1975.929199	
130	600	1260	1965	2685	3420	4080	4740	5280	5685	6330	6900	7095	1970.949951	1980.654175	
131	615	1260	1980	2715	3450	4080	4740	5280	5715	6360	6930	7110	1965.099976	1979.370850	
132	615	1245	1950	2685	3420	4065	4725	5250	5670	6315	6885	7065	1963.437500	1975.258301	
133	630	1275	1950	2715	3435	4095	4725	5265	5685	6315	6885	7065	1957.529175	1977.133301	
134	615	1260	1965	2700	3435	4065	4740	5265	5700	6315	6870	7050	1955.095825	1974.683350	
135	615	1245	1935	2700	3420	4080	4710	5250	5685	6330	6870	7050	1953.533325	1960.625000	
136	615	1260	1950	2700	3435	4080	4740	5280	5685	6315	6915	7095	1963.516724	1968.900024	
137	600	1260	1950	2700	3435	4080	4725	5250	5685	6330	6900	7080	1966.087524	1977.150024	
138	600	1245	1950	2685	3420	4065	4710	5265	5670	6285	6885	7080	1965.937500	1984.925049	
139	585	1230	1950	2670	3390	4035	4680	5235	5655	6270	6855	7035	1956.041626	1977.800049	
140	585	1230	1965	2670	3405	4050	4710	5250	5670	6300	6870	7050	1955.708374	1969.800049	
141	585	1245	1950	2670	3405	4065	4725	5250	5670	6300	6885	7080	1961.866699	1963.912476	
142	615	1260	1950	2685	3450	4080	4710	5250	5685	6300	6885	7065	1962.145874	1970.779175	
143	585	1245	1950	2685	3405	4050	4710	5235	5670	6285	6870	7050	1958.675049	1968.045776	
144	570	1230	1935	2670	3390	4050	4680	5235	5655	6255	6870	7050	1956.304199	1970.354126	
145	585	1230	1935	2685	3405	4050	4740	5235	5655	6285	6870	7065	1956.395874	1965.762451	
146	600	1260	1935	2670	3405	4050	4710	5250	5670	6300	6885	7065	1939.449951	1941.333374	
147	615	1245	1935	2685	3405	4050	4725	5250	5655	6270	6885	7050	1937.900024	1951.191650	
148	600	1275	1965	2700	3420	4065	4725	5250	5670	6285	6885	7080	1937.425049	1952.641724	
149	600	1230	1950	2685	3390	4035	4725	5250	5655	6270	6870	7065	1943.775024	1945.733276	
150	600	1230	1920	2670	3375	4035	4695	5220	5625	6225	6855	7035	1943.812500	1951.333374	
151	600	1245	1935	2670	3390	4050	4695	5265	5670	6270	6870	7050	1933.779175	1956.250000	
152	600	1260	1950	2685	3405	4050	4695	5235	5655	6240	6870	7050	1938.237549	1945.304199	
153	600	1245	1935	2670	3405	4035	4695	5220	5655	6255	6870	7050	1939.529175	1951.904175	
154	585	1245	1950	2670	3405	4050	4680	5235	5655	6240	6885	7050	1939.254150	1951.262451	
155	585	1230	1920	2670	3405	4035	4695	5235	5655	6240	6870	7035	1931.754150	1951.954224	
156	585	1245	1935	2685	3420	4050	4680	5250	5655	6225	6870	7050	1932.050049	1935.724976	
157	600	1230	1935	2670	3405	4050	4665	5235	5655	6225	6855	7050	1938.637451	1939.779175	
158	600	1245	1920	2655	3390	4035	4680	5235	5640	6225	6840	7035	1932.966675	1955.866699	
159	600	1230	1935	2670	3405	4035	4680	5235	5640	6225	6840	7035	1932.395874	1945.433350	
160	600	1245	1950	2655	3390	4020	4665	5205	5625	6195	6810	7005	1925.141724	1939.833374	
161	585	1230	1920	2640	3375	4005	4680	5190	5625	6180	6840	7020	1934.683350	1941.974976	
162	600	1275	1980	2670	3405	4035	4680	5235	5655	6225	6870	7065	1932.979126	1937.541626	
163	615	1245	1935	2670	3375	4035	4710	5235	5655	6210	6855	7050	1930.520874	1941.958374	
164	585	1230	1920	2655	3420	4035	4680	5205	5640	6210	6840	7035	1932.783325	1936.820801	
165	570	1200	1890	2640	3360	3990	4650	5205	5595	6180	6825	7005	1931.266724	1943.570801	
166	585	1230	1905	2640	3360	4005	4650	5190	5625	6210	6840	7020	1929.087524	1939.612549	
167	585	1245	1935	2670	3375	4020	4650	5205	5625	6180	6825	7020	1907.970825	1914.987549	
168	585	1245	1935	2640	3375	4005	4665	5220	5625	6225	6825	7035	1913.933350	1917.279175	
169	585	1230	1935	2640	3375	4020	4665	5220	5625	6165	6825	7020	1911.791626	1918.241699	
170	600	1245	1935	2655	3390	4020	4680	5205	5640	6195	6825	7035	1909.800049	1911.208374	
171	585	1245	1950	2670	3390	4020	4665	5220	5625	6195	6825	7035	1911.737549	1919.745850	
172	600	1230	1920	2640	3390	4005	4650	5190	5625	6165	6810	7020	1911.912476	1919.716675	
173	600	1230	1920	2640	3375	4020	4680	5205	5625	6180	6825	7020	1905.804199	1920.470825	
174	600	1245	1920	2640	3345	3990	4650	5190	5610	6150	6810	7005	1909.762451	1913.270874	
175	615	1230	1905	2655	3360	4020	4665	5205	5610	6165	6825	7020	1907.970825	1919.716675	
176	600	1245	1935	2655	3390	4020	4650	5220	5625	6165	6825	7035	1914.012451	1921.925049	
177	600	1230	1935	2640	3360	4020	4650	5205	5625	6195	6825	7020	1908.454224	1917.654175	
178	585	1245	1935	2670	3375	4020	4665	5205	5625	6165	6840	7035	1912.074951	1914.341675	
179	600	1230	1920	2670	3375	4005	4650	5190	5625	6165	6825	7020	1909.179199	1919.320801	
180	570	1230	1920	2655	3345	3990	4635	5190	5595	6135	6795	7005	1905.079224	1920.720825	
181	600	1215	1920	2640	3360	4005	4665	5190	5625	6150	6825	7020	1914.916626	1922.770874	
182	600	1245	1920	2640	3375	4005	4635	5205	5625	6150	6810	7020	1907.091675	1917.620850	
183	600	1260	1935	2655	3405	4020	4635	5190	5610	6150	6810	7005	1900.612549	1921.429199	
184	585	1245	1905	2625	3330	3975	4620	5175	5595	6150	6795	7005	1909.141724	1914.316650	
185	615	1245	1935	2640	3360	4005	4620	5190	5610	6135	6810	7020	1909.433350	1916.208374	
186	600	1260	1935	2640	3345	3990	4650	5205	5610	6150	6825	7020	1909.291626	1917.404175	
187	570	1215	1905	2625	3345	3975	4620	5175	5595	6135	6765	6975	1897.004150	1921.537476	
188
189	585	1245	1905	2655	3360	3990	4635	5175	5595	6135	6810	7005	1907.004150	1912.800049	
190	600	1230	1920	2640	3360	4005	4635	5190	5595	6135	6810	7005	1903.987549	1914.816650	
191	615	1230	1920	2640	3345	3990	4605	5190	5580	6120	6780	6990	1905.591675	1912.824951	
192	600	1245	1920	2625	3360	3990	4635	5190	5610	6120	6810	7020	1904.095825	1911.095825	
193	570	1215	1905	2640	3330	3990	4605	5175	5580	6120	6780	6990	1905.708374	1909.595825	
194	570	1230	1890	2640	3330	3960	4620	5160	5595	6090	6780	6975	1907.545776	1910.645874	
195	600	1230	1905	2640	3330	3975	4620	5175	5595	6090	6780	6990	1899.833374	1915.458374	
196	615	1245	1905	2640	3375	3975	4605	5175	5595	6105	6795	6990	1902.229126	1909.875000	
197	615	1230	1920	2640	3360	3990	4650	5175	5610	6105	6810	7020	1903.858276	1912.300049	
198	600	1245	1905	2640	3345	3990	4635	5175	5595	6105	6795	7005	1899.670776	1908.724976	
199	585	1215	1935	2670	3330	4005	4620	5160	5580	6105	6795	6990	1901.991699	1910.787476	
200	570	1215	1905	2625	3330	3990	4605	5175	5580	6090	6780	6990	1900.349976	1908.987549	
201	585	1230	1890	2625	3330	3975	4620	5175	5580	6090	6780	6990	1898.833374	1905.095825	
202	615	1230	1920	2625	3360	3975	4620	5160	5595	6105	6795	6990	1904.316650	1908.891724	
203	615	1230	1935	2625	3360	3990	4620	5160	5595	6105	6795	6990	1894.237549	1911.974976	
204	570	1185	1875	2595	3315	3930	4575	5145	5565	6075	6750	6960	1900.687500	1901.120850	
205	600	1215	1890	2625	3330	3960	4620	5160	5580	6075	6780	6975	1900.316650	1904.300049	
206	585	1215	1905	2625	3330	4005	4605	5160	5580	6075	6780	6990	1900.770874	1900.525024	
207	600	1215	1920	2640	3330	3960	4605	5160	5565	6075	6750	6975	1898.870850	1910.558350	
208	600	1275	1920	2625	3330	3975	4605	5175	5580	6075	6765	6990	1901.099976	1907.754150	
209	600	1200	1890	2610	3300	3945	4605	5130	5565	6075	6750	6960	1892.591675	1917.791626	
210	585	1215	1890	2625	3330	3975	4590	5145	5565	6075	6765	6975	1897.258301	1902.854126	
211	570	1230	1905	2610	3345	3960	4605	5160	5565	6090	6735	6960	1891.208374	1908.650024	
212	585	1230	1890	2610	3330	3960	4590	5145	5580	6090	6780	6975	1896.858276	1898.062500	
213	570	1245	1890	2655	3330	3960	4590	5145	5580	6045	6780	6975	1895.420776	1908.129150	
214	600	1230	1905	2610	3315	3975	4620	5145	5580	6060	6780	6990	1901.087524	1902.404175	
215	570	1200	1890	2595	3315	3945	4575	5130	5550	6060	6735	6960	1894.187500	1911.545776	
216	585	1215	1890	2625	3330	3960	4590	5145	5565	6075	6765	6960	1891.400024	1899.837524	
217	570	1215	1875	2595	3300	3930	4590	5145	5550	6045	6750	6960	1896.920776	1896.995850	
218	570	1200	1860	2580	3285	3930	4575	5115	5520	6030	6720	6930	1895.616699	1905.929199	
219	570	1200	1905	2610	3300	3945	4560	5130	5550	6060	6735	6945	1895.387451	1902.245850	
220	585	1215	1890	2610	3300	3945	4575	5130	5550	6030	6735	6960	1893.566650	1902.979126	
221	585	1215	1875	2595	3300	3945	4575	5130	5565	6030	6735	6945	1890.129150	1903.824951	
222	570	1230	1875	2595	3315	3945	4575	5130	5565	6045	6735	6960	1887.595825	1898.154175	
223	585	1230	1920	2625	3315	3960	4590	5130	5565	6030	6735	6960	1894.329224	1896.933350	
224	570	1215	1890	2610	3300	3945	4575	5145	5565	6045	6735	6975	1893.979126	1902.141724	
225	570	1230	1875	2580	3330	3930	4545	5115	5535	6030	6750	6945	1894.054199	1903.379150	
226	555	1215	1860	2580	3285	3930	4560	5115	5535	6030	6720	6945	1893.995850	1905.166626	
227	615	1245	1905	2640	3360	3975	4575	5160	5565	6060	6750	6960	1894.087524	1900.025024	
228	600	1215	1905	2595	3345	3930	4575	5145	5550	6045	6735	6975	1892.712524	1898.808350	
229	585	1230	1905	2610	3315	3960	4575	5130	5550	6030	6735	6945	1888.224976	1907.141724	
230	600	1215	1905	2610	3315	3945	4575	5145	5565	6060	6750	6945	1882.329224	1896.308350	
231	585	1200	1875	2580	3300	3930	4575	5115	5550	6030	6705	6930	1882.166626	1892.775024	
232	585	1215	1890	2610	3315	3945	4575	5145	5550	6030	6765	6960	1892.433350	1895.637451	
233	600	1215	1905	2595	3330	3960	4575	5130	5550	6030	6765	6975	1892.112549	1908.645874	
234	600	1230	1920	2625	3300	3945	4560	5130	5550	6045	6750	6975	1894.425049	1904.316650	
235	585	1230	1875	2610	3330	3930	4575	5115	5535	6015	6735	6960	1888.804199	1907.512451	
236	600	1200	1875	2580	3285	3945	4590	5115	5535	6030	6720	6900	1877.041626	1907.629150	
237	570	1200	1875	2565	3285	3915	4545	5115	5520	6000	6705	6915	1890.574951	1892.908325	
238	570	1200	1860	2550	3255	3885	4515	5070	5505	5970	6675	6900	1884.937500	1902.212524	
239	585	1215	1905	2580	3285	3930	4590	5115	5550	6000	6720	6930	1885.429199	1894.683350	
240	585	1245	1890	2595	3300	3915	4530	5100	5520	5985	6705	6930	1886.849976	1898.733276	
241	630	1230	1890	2595	3300	3945	4560	5115	5550	6045	6720	6945	1887.729126	1890.987549	
242	600	1230	1905	2595	3315	3945	4560	5145	5550	6000	6720	6960	1885.316650	1889.308350	
243	585	1215	1875	2595	3285	3915	4560	5100	5520	6000	6705	6915	1879.116699	1891.408325	
244	585	1185	1875	2595	3270	3915	4545	5100	5520	5985	6690	6900	1878.916626	1892.425049	
245	585	1200	1905	2595	3285	3930	4560	5115	5550	6015	6690	6915	1875.479126	1883.420776	
246	600	1200	1890	2580	3300	3915	4560	5115	5550	6030	6705	6930	1879.058350	1879.312500	
247	570	1215	1875	2610	3300	3915	4560	5115	5535	5985	6690	6930	1885.237549	1885.658325	
248	600	1200	1890	2580	3285	3915	4545	5115	5520	5985	6690	6930	1881.487549	1889.433350	
249	570	1200	1860	2580	3270	3900	4530	5085	5505	5970	6690	6915	1883.495850	1884.916626	
250	585	1215	1875	2595	3300	3930	4560	5115	5535	5970	6720	6945	1888.170776	1891.445801	
251	570	1200	1860	2565	3255	3900	4515	5100	5505	5970	6690	6900	1881.708374	1897.233276	
252
253	585	1200	1905	2610	3285	3930	4545	5130	5535	6015	6720	6945	1888.837524	1889.608276	
254	570	1230	1875	2580	3330	3930	4530	5100	5535	5970	6690	6945	1882.462524	1896.900024	
255	600	1245	1905	2610	3300	3930	4530	5100	5520	5955	6675	6915	1881.320801	1892.708374	
256	570	1200	1860	2580	3285	3900	4530	5085	5520	5970	6690	6915	1874.766724	1891.333374	
257	570	1200	1845	2565	3255	3900	4530	5070	5490	5955	6660	6885	1877.037476	1876.545776	
258	585	1200	1875	2595	3270	3915	4545	5100	5505	5970	6675	6915	1881.170776	1885.808350	
259	585	1200	1860	2565	3270	3900	4515	5085	5505	5955	6705	6945	1887.145874	1889.929199	
260	570	1200	1890	2580	3255	3900	4515	5070	5505	5955	6690	6915	1886.366699	1893.158325	
261	570	1200	1875	2580	3270	3930	4530	5100	5505	5985	6675	6915	1879.949951	1891.750000	
262	570	1185	1860	2580	3255	3930	4515	5070	5490	5940	6675	6915	1880.287476	1881.562500	
263	570	1200	1860	2565	3255	3900	4530	5085	5505	5970	6690	6915	1879.037476	1892.583374	
264	570	1245	1890	2595	3285	3930	4530	5085	5520	5970	6675	6885	1872.495850	1890.145874	
265	600	1260	1890	2580	3285	3915	4530	5100	5505	5970	6675	6915	1877.012451	1887.358276	
266	555	1185	1845	2550	3225	3870	4485	5040	5475	5940	6630	6885	1881.279175	1882.787476	
267	570	1200	1875	2565	3285	3885	4515	5070	5490	5940	6660	6900	1878.845825	1886.925049	
