Cycle	11350 mV	11300 mV	11250 mV	11200 mV	11150 mV	11100 mV	11050 mV	11000 mV	10950 mV	10900 mV	10850 mV	10800 mV	DCHG Capacity	CHG Capacity
46	615	1305	2040	2850	3615	4275	4965	5460	5880	6675	7080	7245	2061.087402	2063.558350	
47	615	1305	2040	2835	3615	4305	4995	5475	5895	6690	7095	7245	2060.887451	2063.987549	
48	615	1305	2040	2850	3600	4290	4980	5460	5880	6690	7080	7230	2064.612549	2066.766602	
49	645	1305	2040	2865	3615	4290	4980	5490	5895	6690	7095	7245	2060.704102	2066.745850	
50	600	1275	2010	2820	3585	4260	4950	5445	5865	6645	7050	7215	2057.058350	2066.000000	
51	630	1305	2040	2835	3600	4275	4965	5460	5880	6675	7080	7230	2060.470947	2064.037598	
52	600	1290	2025	2820	3585	4260	4935	5430	5850	6660	7050	7215	2059.216553	2059.524902	
53	615	1320	2025	2835	3585	4290	4950	5445	5865	6690	7065	7230	2057.945801	2062.304199	
54	630	1290	2025	2820	3570	4245	4935	5445	5850	6645	7065	7215	2057.683350	2059.312500	
55	615	1290	2025	2835	3600	4290	4935	5460	5865	6645	7065	7215	2055.750000	2060.125000	
56	615	1290	2025	2835	3585	4275	4950	5430	5850	6645	7065	7215	2055.812500	2058.904053	
57	615	1290	2055	2835	3570	4245	4935	5445	5850	6630	7050	7200	2056.166748	2058.670898	
58	630	1290	2040	2805	3555	4245	4935	5430	5835	6645	7050	7200	2052.679199	2060.883301	
59	630	1305	2070	2820	3585	4275	4935	5430	5850	6645	7050	7215	2050.449951	2059.237549	
60	615	1305	2040	2790	3570	4245	4920	5430	5835	6630	7050	7200	2052.733398	2051.783447	
61	615	1290	2025	2805	3555	4230	4905	5400	5820	6615	7035	7185	2050.766602	2053.379150	
62	630	1290	2010	2820	3585	4230	4920	5415	5835	6615	7035	7185	2052.616699	2053.516602	
63	600	1275	2010	2790	3570	4230	4890	5400	5820	6585	7020	7185	2050.991699	2056.441650	
64	615	1290	2010	2805	3570	4215	4920	5415	5820	6585	7020	7185	2053.387451	2053.258301	
65	600	1260	2025	2805	3540	4200	4875	5400	5805	6600	7005	7170	2047.791626	2053.983398	
66	645	1305	2025	2805	3570	4230	4905	5415	5820	6585	7035	7185	2049.687500	2050.887451	
67	630	1290	2025	2805	3555	4230	4890	5400	5805	6600	7020	7185	2049.387451	2052.179199	
68	615	1305	2025	2820	3570	4215	4905	5400	5805	6570	7020	7185	2047.824951	2048.783447	
69	600	1275	1995	2775	3525	4200	4860	5370	5790	6585	6990	7155	2047.391724	2052.466553	
70	630	1290	2040	2790	3540	4200	4890	5385	5805	6585	7005	7170	2047.833374	2048.429199	
71	600	1275	1995	2775	3525	4200	4875	5385	5790	6585	6990	7155	2046.275024	2048.562500	
72	615	1290	2025	2790	3555	4215	4875	5370	5805	6555	7005	7155	2043.633301	2057.600098	
73	630	1275	2025	2790	3525	4185	4890	5385	5790	6555	6990	7155	2042.275024	2043.616699	
74	615	1290	2010	2790	3525	4200	4875	5385	5790	6540	6990	7155	2042.283325	2044.766724	
75	615	1290	2010	2790	3555	4200	4875	5370	5790	6540	6990	7155	2042.900024	2045.595825	
76	615	1290	2010	2775	3510	4185	4860	5355	5775	6525	6975	7140	2044.354126	2051.966553	
77	615	1275	1995	2775	3510	4170	4845	5355	5775	6525	6990	7140	2042.754150	2045.300049	
78	600	1275	2010	2775	3525	4170	4860	5370	5775	6525	6975	7140	2041.016724	2046.754150	
79	615	1290	2010	2775	3525	4185	4845	5355	5775	6525	7005	7140	2039.291626	2042.750000	
80	600	1260	1995	2760	3510	4170	4830	5355	5760	6510	6960	7125	2041.058350	2048.175049	
81	615	1290	2010	2760	3510	4185	4845	5355	5760	6510	6975	7140	2037.300049	2053.112549	
82	600	1260	1980	2760	3495	4155	4830	5355	5760	6495	6960	7125	2038.708374	2045.429199	
83	615	1305	1995	2760	3510	4155	4830	5340	5760	6510	6960	7125	2023.433350	2031.275024	
84	600	1275	1995	2745	3495	4155	4830	5340	5760	6495	6960	7125	2019.762451	2021.750000	
85	615	1275	1995	2775	3525	4155	4845	5340	5745	6495	6960	7125	2018.324951	2022.658325	
86	600	1275	2025	2760	3510	4170	4830	5355	5760	6480	6960	7125	2020.529175	2030.583374	
87	600	1260	1980	2760	3510	4170	4830	5325	5745	6465	6945	7110	2020.308350	2022.341675	
88	600	1275	1980	2745	3495	4140	4830	5325	5745	6480	6960	7125	2020.762451	2026.812500	
89	615	1275	1980	2745	3495	4155	4815	5325	5745	6480	6945	7110	2016.324951	2027.766724	
90	615	1290	1995	2745	3495	4155	4830	5325	5745	6465	6945	7125	2019.004150	2027.233276	
91	585	1260	1980	2730	3465	4125	4785	5295	5715	6435	6915	7095	2018.808350	2019.904175	
92	615	1275	1980	2745	3495	4140	4815	5325	5730	6450	6945	7110	2016.970825	2021.283325	
93	600	1290	1980	2745	3480	4125	4815	5310	5730	6480	6930	7110	2014.916626	2020.666626	
94	600	1260	1995	2745	3480	4140	4815	5310	5730	6450	6945	7110	2015.495850	2018.595825	
95	630	1290	1995	2745	3480	4125	4785	5310	5730	6450	6930	7095	2015.125000	2025.404175	
96	615	1290	1995	2760	3495	4140	4800	5325	5730	6450	6945	7110	2012.987549	2021.962524	
97	585	1245	1965	2745	3480	4140	4800	5295	5715	6420	6915	7080	2013.341675	2022.695801	
98	600	1275	1980	2745	3480	4125	4800	5295	5715	6435	6930	7080	2008.787476	2020.066650	
99	600	1260	1950	2715	3465	4110	4785	5295	5700	6420	6915	7065	2012.087524	2017.437500	
100	615	1275	1995	2715	3450	4110	4770	5295	5700	6420	6915	7080	2013.716675	2017.508301	
101	600	1245	1965	2700	3435	4095	4755	5265	5685	6420	6900	7065	2009.816650	2017.425049	
102	585	1245	1950	2730	3450	4095	4755	5265	5685	6375	6885	7065	2010.187500	2013.733276	
103	600	1260	1965	2715	3480	4110	4770	5295	5700	6390	6915	7080	2009.979126	2019.229126	
104	600	1275	1980	2730	3465	4125	4785	5280	5700	6390	6900	7080	1990.762451	2002.875000	
105	600	1260	1965	2730	3450	4110	4770	5295	5700	6390	6900	7080	1995.220825	1994.454224	
106	600	1260	1965	2730	3465	4095	4770	5280	5685	6390	6900	7065	1988.625000	2007.679199	
107	585	1245	1950	2700	3465	4095	4740	5250	5685	6390	6885	7065	1988.529175	1999.483276	
108	615	1260	1980	2715	3480	4110	4785	5295	5700	6390	6900	7080	1993.229126	1991.125000	
109	585	1230	1950	2715	3435	4080	4755	5250	5670	6360	6885	7050	1991.441650	1996.574951	
110	585	1275	1965	2715	3435	4080	4755	5265	5685	6360	6885	7050	1989.170776	2006.474976	
111	600	1245	1965	2700	3420	4095	4755	5250	5670	6345	6870	7035	1987.383301	1993.125000	
112	585	1245	1950	2715	3435	4095	4725	5250	5670	6345	6870	7050	1989.537476	1994.787476	
113	615	1275	1995	2715	3465	4095	4755	5265	5685	6375	6900	7065	1989.808350	1996.712524	
114	600	1245	1950	2700	3435	4095	4725	5265	5670	6345	6870	7050	1985.504150	2002.670776	
115	600	1260	1950	2715	3435	4095	4740	5250	5670	6345	6885	7050	1979.579224	1998.245850	
116	600	1245	1950	2700	3435	4080	4725	5250	5670	6330	6870	7035	1979.629150	2003.783325	
117	600	1275	1950	2715	3435	4080	4725	5250	5670	6330	6870	7050	1989.500000	2000.550049	
118	615	1245	1965	2700	3420	4065	4740	5235	5670	6345	6870	7035	1981.770874	2001.437500	
119	570	1230	1935	2685	3405	4065	4725	5235	5655	6315	6840	7020	1976.058350	1996.337524	
120	615	1275	1965	2700	3435	4095	4740	5250	5655	6330	6840	7020	1971.412476	1986.675049	
121	600	1245	1965	2730	3435	4065	4725	5235	5655	6330	6870	7035	1979.583374	1982.733276	
122	600	1275	1950	2700	3420	4065	4725	5250	5655	6315	6855	7035	1981.858276	1995.062500	
123	585	1230	1935	2700	3420	4065	4710	5220	5640	6300	6840	7020	1976.312500	1991.633301	
124	600	1245	1950	2685	3420	4065	4710	5235	5655	6330	6855	7035	1984.491699	1987.112549	
125	585	1245	1935	2685	3405	4050	4725	5220	5640	6285	6855	7020	1962.724976	1979.795776	
126	585	1260	1935	2685	3405	4065	4710	5220	5625	6300	6840	7020	1965.633301	1966.633301	
127	600	1245	1950	2715	3420	4065	4725	5235	5670	6300	6870	7035	1967.920776	1967.012451	
128	615	1245	1950	2685	3420	4065	4710	5220	5640	6300	6855	7020	1965.295776	1980.858276	
129	585	1245	1950	2685	3420	4050	4710	5220	5640	6285	6855	7035	1963.662476	1968.762451	
130	600	1245	1965	2700	3405	4050	4695	5235	5640	6270	6855	7035	1965.820801	1964.720825	
131	600	1245	1965	2715	3420	4065	4710	5235	5655	6285	6870	7035	1961.775024	1973.625000	
132	615	1245	1965	2685	3420	4065	4710	5220	5640	6270	6855	7035	1963.758301	1966.875000	
133	600	1245	1950	2685	3405	4050	4695	5220	5640	6270	6840	7020	1957.737549	1971.162476	
134	570	1230	1935	2655	3390	4035	4695	5205	5610	6270	6825	7005	1960.516724	1959.179199	
135	600	1245	1950	2685	3405	4050	4710	5220	5640	6255	6840	7020	1962.487549	1969.466675	
136	585	1230	1920	2655	3405	4020	4695	5205	5625	6255	6825	7005	1962.016724	1970.437500	
137	585	1245	1935	2670	3405	4050	4695	5220	5625	6255	6840	7020	1962.229126	1966.008301	
138	585	1245	1950	2685	3390	4035	4680	5205	5625	6255	6840	7020	1960.637451	1963.254150	
139	600	1230	1920	2655	3390	4020	4665	5190	5625	6225	6825	7005	1956.420776	1966.466675	
140	585	1215	1920	2670	3375	4035	4665	5190	5610	6225	6810	6990	1956.987549	1960.125000	
141	570	1215	1905	2670	3375	4020	4665	5220	5595	6225	6810	6990	1958.058350	1971.708374	
142	600	1230	1950	2685	3390	4020	4680	5190	5610	6225	6810	6990	1953.008301	1960.662476	
143	615	1260	1950	2670	3390	4020	4680	5205	5610	6225	6825	7005	1956.979126	1968.425049	
144	570	1230	1905	2670	3375	4020	4665	5205	5610	6195	6795	6990	1954.974976	1960.741699	
145	585	1245	1935	2670	3390	4020	4680	5205	5625	6240	6825	7020	1959.558350	1963.216675	
146	585	1245	1935	2670	3405	4050	4695	5205	5625	6240	6825	7020	1940.916626	1951.004150	
147	585	1230	1935	2685	3390	4020	4665	5190	5625	6210	6810	7005	1938.312500	1946.029175	
148	585	1245	1920	2655	3375	4020	4680	5205	5595	6210	6810	6990	1938.637451	1943.412476	
149	585	1245	1935	2655	3375	4005	4665	5190	5595	6180	6795	6990	1938.224976	1947.420776	
150	600	1260	1920	2655	3405	4020	4665	5190	5610	6210	6825	7005	1936.000000	1947.854126	
151	600	1260	1950	2670	3390	4035	4695	5205	5610	6210	6825	7005	1936.704224	1944.150024	
152	585	1230	1905	2640	3360	4005	4650	5175	5595	6180	6795	6990	1937.175049	1945.762451	
153	600	1230	1920	2640	3390	4005	4650	5175	5595	6195	6795	6975	1932.395874	1950.658325	
154	570	1215	1905	2625	3345	4005	4635	5160	5580	6165	6765	6945	1930.437500	1939.858276	
155	585	1245	1935	2655	3375	4005	4665	5190	5595	6180	6795	6990	1932.625000	1938.012451	
156	585	1245	1920	2640	3360	4005	4665	5190	5595	6180	6795	6975	1930.654175	1944.079224	
157	600	1230	1905	2625	3360	3990	4635	5160	5595	6165	6780	6975	1936.695801	1939.591675	
158	585	1230	1935	2640	3360	4005	4650	5175	5595	6180	6795	6990	1934.608276	1943.599976	
159	585	1260	1920	2625	3360	3990	4665	5175	5595	6180	6795	6990	1935.245850	1945.695801	
160	615	1260	1920	2655	3360	4005	4650	5175	5595	6180	6795	6990	1929.195801	1941.691650	
161	585	1230	1920	2655	3360	3990	4635	5160	5580	6150	6780	6960	1922.941650	1940.650024	
162	585	1230	1920	2655	3390	4020	4635	5175	5580	6180	6780	6975	1931.229126	1930.704224	
163	600	1245	1920	2640	3375	4005	4650	5175	5595	6180	6780	6975	1931.349976	1939.141724	
164	585	1230	1890	2625	3345	3975	4605	5160	5565	6135	6765	6945	1929.974976	1941.429199	
165	585	1230	1920	2655	3345	3975	4620	5145	5565	6135	6765	6960	1927.454224	1945.120850	
166	585	1230	1920	2655	3360	3990	4620	5160	5580	6150	6780	6975	1908.241699	1913.375000	
167	600	1230	1935	2640	3360	3990	4620	5175	5580	6150	6780	6975	1910.229126	1920.099976	
168	615	1245	1920	2640	3360	4005	4635	5160	5580	6150	6780	6960	1906.595825	1918.479126	
169	600	1230	1905	2625	3360	3975	4620	5175	5580	6135	6780	6960	1912.512451	1925.404175	
170	585	1215	1905	2640	3360	3960	4605	5145	5565	6120	6750	6945	1906.183350	1916.099976	
171	585	1215	1905	2610	3330	3960	4605	5130	5550	6120	6750	6930	1908.500000	1908.525024	
172	585	1230	1905	2625	3345	3990	4605	5160	5565	6120	6765	6960	1907.512451	1921.737549	
173	570	1230	1905	2625	3330	3990	4605	5145	5565	6105	6750	6960	1905.008301	1914.275024	
174	570	1230	1890	2610	3330	3960	4605	5145	5550	6120	6750	6945	1909.479126	1908.537476	
175	600	1245	1905	2625	3345	3975	4620	5145	5565	6135	6765	6960	1907.187500	1913.641724	
176	585	1215	1920	2625	3345	3990	4635	5160	5580	6120	6765	6960	1909.595825	1912.962524	
177	570	1215	1890	2625	3330	3960	4605	5130	5565	6105	6735	6945	1909.529175	1920.037476	
178	585	1215	1905	2640	3345	3975	4620	5175	5565	6105	6765	6960	1907.129150	1920.833374	
179	585	1215	1890	2625	3330	3945	4605	5115	5535	6075	6720	6930	1903.675049	1905.925049	
180	585	1215	1890	2625	3315	3960	4590	5115	5535	6075	6735	6930	1903.300049	1915.662476	
181	585	1230	1920	2610	3330	3960	4605	5130	5550	6105	6735	6945	1905.508301	1911.762451	
182	585	1215	1890	2610	3330	3960	4605	5130	5550	6090	6735	6930	1902.933350	1925.283325	
183	555	1215	1890	2595	3315	3945	4575	5115	5535	6075	6705	6900	1895.195801	1918.470825	
184	585	1215	1890	2610	3330	3960	4590	5145	5550	6075	6750	6930	1905.233276	1904.379150	
185	585	1230	1920	2640	3345	3975	4620	5145	5550	6090	6750	6945	1904.183350	1914.812500	
186	600	1230	1905	2625	3345	3975	4590	5130	5550	6105	6750	6945	1896.437500	1915.916626	
187	570	1230	1890	2595	3315	3945	4575	5115	5535	6090	6735	6930	1906.429199	1912.391724	
188	615	1230	1905	2640	3330	3960	4590	5130	5550	6075	6735	6930	1901.787476	1924.083374	
189	600	1215	1890	2625	3345	3960	4590	5130	5550	6075	6735	6930	1894.300049	1918.145874	
190	585	1215	1905	2625	3330	3960	4605	5145	5550	6060	6735	6945	1902.216675	1907.854126	
191	600	1230	1920	2610	3330	3975	4605	5145	5550	6090	6735	6945	1904.916626	1908.933350	
192	600	1230	1920	2610	3330	3960	4605	5130	5550	6075	6735	6945	1902.654175	1913.829224	
193	585	1215	1905	2610	3300	3945	4605	5115	5535	6075	6735	6930	1902.958374	1903.395874	
194	585	1230	1905	2625	3330	3960	4590	5130	5535	6075	6735	6945	1900.362549	1911.883301	
195	570	1215	1875	2580	3315	3930	4575	5115	5505	6015	6690	6900	1898.987549	1908.404175	
196	570	1215	1905	2595	3315	3960	4575	5115	5520	6030	6720	6930	1901.000000	1906.166626	
197	585	1185	1860	2580	3285	3930	4545	5100	5505	6015	6705	6900	1901.187500	1900.474976	
198	600	1215	1905	2610	3315	3945	4605	5130	5535	6060	6735	6930	1899.554199	1907.812500	
199	570	1215	1890	2595	3300	3930	4560	5130	5520	6045	6705	6915	1903.254150	1902.187500	
200	585	1230	1905	2595	3315	3945	4575	5115	5520	6030	6720	6915	1899.525024	1907.425049	
201	600	1245	1890	2595	3300	3930	4575	5100	5535	6030	6705	6915	1895.150024	1909.495850	
202	570	1215	1890	2625	3300	3930	4560	5100	5520	6045	6705	6930	1899.562500	1903.258301	
203	585	1200	1875	2580	3285	3915	4545	5085	5520	6030	6690	6900	1897.862549	1901.925049	
204	585	1215	1905	2595	3300	3945	4560	5100	5535	6045	6705	6915	1894.337524	1908.404175	
205	585	1185	1860	2595	3285	3930	4545	5085	5505	6015	6690	6900	1897.970825	1905.641724	
206	570	1215	1875	2580	3285	3930	4545	5085	5505	6000	6690	6900	1895.937500	1905.349976	
207	585	1230	1920	2595	3300	3930	4560	5115	5520	6015	6705	6915	1896.266724	1903.429199	
208	570	1200	1860	2565	3270	3930	4530	5070	5490	6000	6675	6885	1897.883301	1907.008301	
209	555	1185	1860	2580	3285	3930	4545	5085	5505	6000	6690	6900	1894.416626	1896.158325	
210	570	1215	1875	2580	3285	3930	4545	5085	5505	6000	6690	6900	1893.479126	1908.058350	
211	585	1215	1875	2580	3285	3930	4560	5085	5505	6000	6675	6900	1894.095825	1899.141724	
212	570	1200	1875	2565	3285	3915	4530	5085	5505	6000	6675	6900	1895.758301	1903.991699	
213	585	1200	1860	2595	3270	3915	4545	5085	5505	5985	6690	6900	1894.362549	1905.362549	
214	570	1230	1875	2580	3285	3915	4545	5085	5505	5985	6690	6900	1888.670776	1900.591675	
215	570	1200	1860	2565	3285	3915	4530	5085	5505	6000	6675	6900	1892.091675	1906.250000	
216	585	1200	1860	2565	3270	3915	4530	5085	5505	5985	6690	6900	1894.525024	1903.466675	
217	585	1230	1920	2595	3300	3930	4545	5100	5505	6000	6690	6900	1892.462524	1900.533325	
218	585	1215	1890	2595	3315	3930	4545	5100	5520	5985	6690	6915	1892.416626	1899.916626	
219	570	1200	1875	2580	3285	3915	4530	5085	5505	5970	6675	6885	1890.379150	1895.658325	
220	585	1230	1875	2580	3285	3930	4530	5085	5490	5985	6675	6885	1890.783325	1895.729126	
221	570	1200	1860	2580	3285	3915	4530	5070	5505	5970	6675	6885	1888.750000	1899.845825	
222	570	1200	1875	2595	3285	3915	4530	5085	5490	5985	6675	6885	1888.604126	1896.845825	
223	570	1200	1875	2595	3270	3915	4530	5085	5505	5970	6675	6900	1892.237549	1903.387451	
224	585	1215	1875	2580	3285	3915	4560	5085	5490	5985	6675	6900	1889.470825	1899.912476	
225	600	1215	1875	2580	3285	3915	4530	5085	5505	5970	6675	6885	1889.125000	1902.537476	
226	585	1215	1875	2580	3315	3930	4545	5085	5505	5970	6690	6885	1885.179199	1902.312500	
227	555	1185	1860	2550	3255	3885	4515	5055	5475	5955	6660	6870	1887.112549	1898.154175	
228	570	1200	1860	2550	3270	3900	4515	5055	5475	5955	6645	6870	1885.245850	1889.633301	
229	585	1200	1875	2580	3270	3900	4545	5085	5490	5970	6675	6885	1887.437500	1890.625000	
230	585	1215	1875	2580	3255	3915	4515	5055	5475	5940	6645	6870	1886.916626	1890.125000	
231	570	1200	1875	2580	3255	3915	4515	5070	5490	5955	6660	6885	1887.870850	1888.650024	
232	555	1185	1845	2565	3240	3885	4500	5055	5460	5955	6645	6855	1885.658325	1893.895874	
233	570	1215	1860	2565	3270	3900	4530	5070	5490	5955	6660	6885	1881.295776	1890.266724	
234	570	1200	1875	2550	3255	3885	4500	5055	5460	5940	6645	6870	1887.687500	1891.820801	
235	585	1215	1875	2565	3300	3915	4515	5055	5475	5970	6645	6885	1883.962524	1892.037476	
236	585	1200	1875	2580	3270	3900	4515	5055	5475	5940	6660	6870	1887.737549	1899.545776	
237	570	1215	1860	2565	3255	3885	4500	5055	5460	5955	6645	6870	1883.804199	1893.537476	
238	570	1185	1845	2565	3270	3885	4500	5055	5460	5925	6630	6855	1883.462524	1894.416626	
239	555	1200	1860	2550	3240	3885	4485	5040	5460	5940	6630	6855	1886.462524	1884.275024	
240	570	1215	1890	2580	3285	3900	4515	5055	5475	5940	6660	6870	1882.429199	1888.545776	
241	585	1200	1875	2595	3300	3900	4515	5070	5475	5940	6660	6885	1885.937500	1888.445801	
242	600	1200	1875	2565	3285	3885	4500	5055	5475	5925	6645	6870	1884.241699	1890.716675	
243	570	1200	1860	2565	3255	3900	4500	5055	5475	5940	6645	6870	1882.150024	1894.104126	
244	600	1200	1875	2565	3270	3900	4515	5070	5475	5940	6660	6870	1883.970825	1893.816650	
245	570	1200	1890	2565	3285	3900	4515	5055	5475	5940	6645	6870	1881.983276	1897.179199	
246	570	1215	1860	2565	3270	3900	4485	5040	5460	5925	6630	6870	1882.770874	1886.400024	
247	585	1185	1845	2550	3270	3900	4500	5040	5460	5925	6630	6855	1880.116699	1893.029175	
248
249	570	1185	1845	2565	3255	3885	4485	5025	5445	5895	6630	6840	1880.383301	1888.637451	
250	585	1215	1890	2565	3270	3885	4515	5040	5460	5925	6630	6855	1881.112549	1887.629150	
251	570	1200	1875	2550	3240	3870	4485	5025	5460	5925	6615	6855	1880.591675	1883.970825	
252	585	1215	1860	2535	3255	3885	4500	5040	5445	5910	6615	6840	1878.824951	1886.916626	
253	585	1170	1845	2550	3240	3885	4485	5025	5445	5895	6615	6840	1878.920776	1885.474976	
254	585	1200	1860	2550	3240	3885	4500	5040	5475	5910	6630	6855	1881.137451	1887.375000	
255	570	1215	1860	2550	3255	3885	4500	5055	5460	5925	6615	6855	1879.654175	1884.541626	
256	585	1200	1860	2565	3255	3870	4500	5040	5460	5910	6630	6855	1877.650024	1888.883301	
257	555	1170	1845	2520	3225	3855	4485	5010	5430	5895	6600	6825	1872.966675	1885.379150	
258	570	1200	1860	2550	3270	3870	4485	5025	5445	5895	6615	6840	1875.316650	1880.241699	
259	570	1200	1875	2535	3255	3885	4470	5040	5445	5895	6600	6840	1871.441650	1882.787476	
260	555	1185	1845	2520	3225	3870	4485	5010	5445	5880	6585	6825	1874.958374	1887.370850	
261	555	1170	1845	2520	3210	3840	4455	5010	5415	5865	6585	6825	1877.433350	1890.087524	
262	570	1185	1860	2550	3225	3855	4470	5025	5445	5895	6600	6840	1879.345825	1888.729126	
